"","directorio","secuencia_p","orden","p3271","p6040","p6050","p6090","p6100","p3042","p3042s1","p3043","clase","mes","p6240","pet","p6426","p6500","p6510","p6510s1","p6510s2","p6590","p6590s1","p6600","p6600s1","p6610","p6610s1","p6620","p6620s1","p6585s1","p6585s1a1","p6585s1a2","p6585s2","p6585s2a1","p6585s2a2","p6585s3","p6585s3a1","p6585s3a2","p6585s4","p6585s4a1","p6585s4a2","p6545","p6545s1","p6545s2","p6580","p6580s1","p6580s2","p6630s1","p6630s1a1","p6630s2","p6630s2a1","p6630s3","p6630s3a1","p6630s4","p6630s4a1","p6630s6","p6630s6a1","p6750","p3073","p550","p6800","p6920","p7040","p7045","p7050","p7070","p7090","p7110","p7120","p7140s1","p7140s2","p7150","p7160","p6430","oc","p7350","p7422","p7422s1","des","fft","p7500s1","p7500s1a1","p7500s3","p7500s3a1","p7510s1","p7510s1a1","p7510s2","p7510s2a1","p7510s5","p7510s5a1","p7510s6","p7510s6a1","p7510s7","p7510s7a1","p7495","p7500s2","p7500s2a1","p7505","p7510s3","p7510s3a1","cclasnr2","cclasnr3","cclasnr4","cclasnr5","cclasnr6","cclasnr7","cclasnr8","cclasnr11","impa","isa","ie","imdi","iof1","iof2","iof3h","iof3i","iof6","impaes","isaes","iees","imdies","iof1es","iof3hes","iof6es","iof2es","iof3ies","ingtotob","ingtotes","ingtot","fex_c","dominio","ciudad_sinam","dpto","fex_dpto"
"31",8087725,1,2,2,35,2,1,1,8,4,5,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,53.790522707,"BARRANQUILLA","BARRANQUILLA","Atlántico",53.7905227066302
"32",8087725,1,3,2,15,3,1,1,4,3,NA,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,53.790522707,"BARRANQUILLA","BARRANQUILLA","Atlántico",53.7905227066302
"33",8087725,1,1,1,44,1,1,1,10,10,7,1,1,1,1,132,0,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,0,2,0,2,0,2,0,2,0,NA,1,NA,48,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,2,0,2,0,2,0,1,0,2,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,3166667,NA,NA,NA,NA,NA,NA,NA,NA,0,3166667,3166667,53.790522707,"BARRANQUILLA","BARRANQUILLA","Atlántico",53.7905227066302
"34",8087725,1,4,2,13,3,1,1,4,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.790522707,"BARRANQUILLA","BARRANQUILLA","Atlántico",53.7905227066302
"35",8087728,1,3,2,2,3,1,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.267433199,"BARRANQUILLA","BARRANQUILLA","Atlántico",61.2674331989893
"36",8087728,1,2,1,6,3,1,3,2,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.267433199,"BARRANQUILLA","BARRANQUILLA","Atlántico",61.2674331989893
"37",8087728,1,1,2,31,1,1,3,10,10,7,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,1,NA,0,NA,0,1,800000,2,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,66666.666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,66666.666667,NA,66666.666667,61.267433199,"BARRANQUILLA","BARRANQUILLA","Atlántico",61.2674331989893
"38",8087729,1,2,2,54,2,1,1,5,2,2,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,64.223053728,"BARRANQUILLA","BARRANQUILLA","Atlántico",64.2230537283129
"39",8087729,1,6,2,32,6,1,1,1,0,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,64.223053728,"BARRANQUILLA","BARRANQUILLA","Atlántico",64.2230537283129
"40",8087729,1,3,1,22,3,1,1,10,9,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,64.223053728,"BARRANQUILLA","BARRANQUILLA","Atlántico",64.2230537283129
"41",8087729,1,4,2,15,3,1,1,5,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,64.223053728,"BARRANQUILLA","BARRANQUILLA","Atlántico",64.2230537283129
"42",8087729,1,5,2,70,4,1,1,5,2,2,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,2,0,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,1423500,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1423500,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1423500,NA,1423500,64.223053728,"BARRANQUILLA","BARRANQUILLA","Atlántico",64.2230537283129
"43",8087729,1,1,1,48,1,1,1,5,2,2,1,1,1,1,120,4000000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,3000000,2,0,2,0,2,0,2,0,NA,1,NA,48,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,2,0,2,0,2,0,1,480000,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4250000,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4250000,NA,4250000,64.223053728,"BARRANQUILLA","BARRANQUILLA","Atlántico",64.2230537283129
"44",8087729,1,7,2,33,9,1,1,10,10,7,1,1,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500000,1,NA,48,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2500000,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500000,NA,2500000,64.223053728,"BARRANQUILLA","BARRANQUILLA","Atlántico",64.2230537283129
"45",8087730,1,2,1,46,2,1,3,10,10,7,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,61.360628704,"BARRANQUILLA","BARRANQUILLA","Atlántico",61.3606287041106
"46",8087730,1,3,1,60,6,1,3,5,2,2,1,1,1,1,120,1500000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,NA,55,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1500000,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,NA,1500000,61.360628704,"BARRANQUILLA","BARRANQUILLA","Atlántico",61.3606287041106
"47",8087730,1,1,2,56,1,1,3,9,6,6,1,1,1,1,48,1400000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,NA,50,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1400000,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400000,NA,1400000,61.360628704,"BARRANQUILLA","BARRANQUILLA","Atlántico",61.3606287041106
"48",8087731,1,5,2,52,10,1,1,5,2,2,1,1,1,1,300,1300000,2,0,NA,1,900000,1,1000000,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,1248000,2,0,2,0,2,0,2,0,NA,1,NA,72,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1404000,0,1900000,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3304000,NA,3304000,23.270580098,"BARRANQUILLA","BARRANQUILLA","Atlántico",23.2705800981458
"49",8087731,1,1,1,55,1,1,1,10,10,7,1,1,1,1,180,10400000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,9500000,2,0,2,0,2,0,2,0,NA,1,NA,48,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,11191666.667,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11191666.667,NA,11191666.667,23.270580098,"BARRANQUILLA","BARRANQUILLA","Atlántico",23.2705800981458
"50",8087731,1,2,2,49,2,1,1,10,10,7,1,1,6,1,48,2600000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,2480000,2,0,2,0,2,0,2,0,NA,1,NA,48,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2806666.6667,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2806666.6667,NA,2806666.6667,23.270580098,"BARRANQUILLA","BARRANQUILLA","Atlántico",23.2705800981458
"51",8087731,1,4,2,20,3,1,1,10,4,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,23.270580098,"BARRANQUILLA","BARRANQUILLA","Atlántico",23.2705800981458
"52",8087731,1,3,2,23,3,1,1,10,6,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,23.270580098,"BARRANQUILLA","BARRANQUILLA","Atlántico",23.2705800981458
"53",8087734,1,1,1,62,1,1,1,5,2,2,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,1,NA,0,NA,0,1,1500000,1,2500000,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,333333.33333,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,333333.33333,NA,333333.33333,66.675960866,"BARRANQUILLA","BARRANQUILLA","Atlántico",66.6759608664356
"54",8087735,1,2,2,61,2,1,3,8,4,5,1,1,4,1,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500000,1,NA,12,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5e+05,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,NA,5e+05,29.481534764,"BARRANQUILLA","BARRANQUILLA","Atlántico",29.4815347641543
"55",8087735,1,1,1,61,1,1,3,9,6,6,1,1,1,1,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350000,1,NA,35,2,1,10,4,160000,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,1,300000,2,0,2,0,2,0,2,0,NA,NA,NA,1,1,225000,0,0,0,0,0,0,0,0,1350000,160000,NA,NA,0,NA,25000,18750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553750,NA,1553750,29.481534764,"BARRANQUILLA","BARRANQUILLA","Atlántico",29.4815347641543
"56",8087735,1,3,1,87,4,1,3,3,3,NA,1,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,NA,1,NA,0,NA,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,29.481534764,"BARRANQUILLA","BARRANQUILLA","Atlántico",29.4815347641543
"57",8087736,1,2,2,44,8,1,1,8,4,5,1,1,6,1,60,1750000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,162000,2,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,800000,2,0,2,0,2,0,2,0,NA,1,NA,60,1,2,NA,NA,0,2,NA,NA,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1978666.6667,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978666.6667,NA,1978666.6667,45.981138319,"BARRANQUILLA","BARRANQUILLA","Atlántico",45.9811383187847
"58",8087736,1,1,2,87,1,1,3,8,4,5,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,NA,1,NA,0,NA,0,1,3000000,2,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,250000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,NA,250000,45.981138319,"BARRANQUILLA","BARRANQUILLA","Atlántico",45.9811383187847
"59",8087736,1,4,2,8,9,1,1,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.981138319,"BARRANQUILLA","BARRANQUILLA","Atlántico",45.9811383187847
"60",8087736,1,3,2,14,9,1,1,4,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.981138319,"BARRANQUILLA","BARRANQUILLA","Atlántico",45.9811383187847
"61",8087739,1,1,2,57,1,1,2,11,2,8,1,1,4,1,252,4200000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,4200000,1,4200000,1,2100000,2,0,2,0,NA,1,NA,34,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5075000,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5075000,NA,5075000,48.237302375,"BARRANQUILLA","BARRANQUILLA","Atlántico",48.237302375068
"62",8087740,1,2,1,25,3,1,3,10,10,7,1,1,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650000,1,NA,15,2,2,NA,NA,0,2,NA,NA,1,1,1,1,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,1,700000,2,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,650000,0,NA,NA,0,NA,58333.333333,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,708333.33333,NA,708333.33333,55.278821641,"BARRANQUILLA","BARRANQUILLA","Atlántico",55.2788216412591
"63",8087740,1,1,2,58,1,1,3,5,2,2,1,1,4,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550000,1,NA,20,2,2,NA,NA,0,1,2,1,1,1,1,1,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,1,1200000,2,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,550000,0,NA,NA,0,NA,1e+05,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,650000,NA,650000,55.278821641,"BARRANQUILLA","BARRANQUILLA","Atlántico",55.2788216412591
"64",8087742,1,1,1,61,1,1,3,5,2,2,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,1,1,650000,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,650000,NA,NA,NA,NA,NA,NA,NA,NA,NA,650000,NA,650000,26.248603633,"BARRANQUILLA","BARRANQUILLA","Atlántico",26.2486036333807
